"SourceLine","OriginalCharacters","Reason","TextUtf8Sha256","Preview"
"29397","1048601","embedded-image-or-base64","27919EB5F395975586A39F1CB7AD71233939DD4E4785C1D504B88F76CB9E5522","> {""content"":[{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHBwoIChMKChMoGhYaKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKC..."
"30079","10042","embedded-image-or-base64","007E630F7475943248667C9AFBCE713DA1B8A52D5BDBA47ECED9EC7952A5E128","> url: 'data:image/jpeg;base64,[payload]"
"30088","10042","embedded-image-or-base64","015096C70C8EBF9F1D5E320AC34CF0F5A022380609DF5649E86222B6A7BE2CAA","> url: 'data:image/jpeg;base64,[payload]"
"30166","1048600","embedded-image-or-base64","9C6FA94B071A8D9134303DC9AE75644F297600768C3CAD24C87663E485CCB474","> {""content"":[{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHBwoIChMKChMoGhYaKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKCgoKC..."
"33312","4118","oversized-tool-output","D73B7F2F5A5CB90B25E3B5C49DE9CE94BE9EBF30FFA8E8D9E0BA1A1A59730A2C","> 534227 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITHOUT_RESP..."
"33514","4140","oversized-tool-output","F84B6AADFFD432A34E82484A6BBB6292D29D6DCC9FBC3A4EDF5CCA22FF4789EB","> The focused UI element is 534227 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITI..."
"33533","4113","oversized-tool-output","93B8894F455CE0432E613529EF54934345B6AC23F99E6DEA7F234759DF0CE7E4","> 534227 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITHOUT_RESPONSE ..."
"33600","4118","oversized-tool-output","D73B7F2F5A5CB90B25E3B5C49DE9CE94BE9EBF30FFA8E8D9E0BA1A1A59730A2C","> 534227 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITHOUT_RESP..."
"33823","4118","oversized-tool-output","D73B7F2F5A5CB90B25E3B5C49DE9CE94BE9EBF30FFA8E8D9E0BA1A1A59730A2C","> 534227 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITHOUT_RESP..."
"34056","4118","oversized-tool-output","D73B7F2F5A5CB90B25E3B5C49DE9CE94BE9EBF30FFA8E8D9E0BA1A1A59730A2C","> 534227 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITHOUT_RESP..."
"34281","4118","oversized-tool-output","D73B7F2F5A5CB90B25E3B5C49DE9CE94BE9EBF30FFA8E8D9E0BA1A1A59730A2C","> 534227 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITHOUT_RESP..."
"34675","4113","oversized-tool-output","0C246D2D2DCA95F69AE50AABB46D2459EFB770822C18C11E917AE9BD9F1F1838","> 4 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITHOUT_RESPONSE ..."
"36018","4116","oversized-tool-output","15F4093096BA859EBCABF07B0C77E750912E3A18DBF388F3F2C7D3139EF46588","> 2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITHOUT_RESPON..."
"36204","4138","oversized-tool-output","951C63CA4867324C47C3B378B757D876D83C9B65D088591947D44E16A1D6287A","> The focused UI element is 2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION..."
"36224","4116","oversized-tool-output","15F4093096BA859EBCABF07B0C77E750912E3A18DBF388F3F2C7D3139EF46588","> 2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITHOUT_RESPON..."
"36410","4138","oversized-tool-output","951C63CA4867324C47C3B378B757D876D83C9B65D088591947D44E16A1D6287A","> The focused UI element is 2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION..."
"36466","4116","oversized-tool-output","15F4093096BA859EBCABF07B0C77E750912E3A18DBF388F3F2C7D3139EF46588","> 2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITHOUT_RESPON..."
"37264","4131","oversized-tool-output","EA370E174A08003F126660B74A75D6B06D31A1A39A4AD59DC3A123DB179A57D7","> '\t\t\t\t\t2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WITH..."
"37357","1048598","embedded-image-or-base64","D1A3B671830183A843C1F8DACDC205D18BEE81A70F42F98117F9A54920E70A38","> {""content"":[{""type"":""text"",""text"":""{\n focus: '9120 편집 ID: 1',\n selected: undefined,\n tree: [ 'Method', 'Method' ]\n}""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjH..."
"37387","1048576","embedded-image-or-base64","7226D28DB2E90D818395DE2BFE9B7AD7EA0FBC0658FCE7E5667921148A2ACA27","> {""content"":[{""type"":""text"",""text"":""{\n focus: '114 트리 ID: 103',\n selected: undefined,\n hasName: true,\n treeTail: [\n '\\t\\t\\t\\t13960 단추 AWL trigger on/off',\n '\\t\\t\\t\\t13961 단추 (disabled) Fix AWL trigger to current ins..."
"37417","1048554","embedded-image-or-base64","97A3CACEC7592F57BA4FA8F06055CDBD5D8ABF94884B17C2E425CF990BAF88CB","> {""content"":[{""type"":""text"",""text"":""{\n focus: '114 트리 ID: 103',\n selected: undefined,\n lines: [\n '\\t\\t\\t\\t15103 단추 AWL trigger on/off',\n '\\t\\t\\t\\t15104 단추 (disabled) Fix AWL trigger to current instruction',\n '\\t\..."
"37453","1048562","embedded-image-or-base64","FEE2E322E62C76FF1C616F83D3F01666B3F284C9F0F6F581EB46876A47DCAA78","> {""content"":[{""type"":""text"",""text"":""{\n focus: '114 트리 ID: 103',\n menu: [\n '\\t\\t\\t16273 메뉴 항목 Edit Method Enter',\n '\\t\\t\\t16274 메뉴 항목 Delete Method Del',\n '\\t\\t\\t16278 메뉴 항목 New Input Variable',\n '\\t\\t\\t16279..."
"37483","1048586","embedded-image-or-base64","0110636EF5E09CE79BD363A7028FB362144FCFFAE659D615757FA0AC92C96509","> {""content"":[{""type"":""text"",""text"":""{\n menu: [\n '\\t\\t\\t18140 메뉴 항목 New Input Variable',\n '\\t\\t\\t18141 메뉴 항목 New Output Variable'\n ],\n shots: [\n { id: 'screenshot-0', width: 1807, height: 992, z: 0 },\n { id: 'scr..."
"37513","1048574","embedded-image-or-base64","37E36DF08C9D8F9561732F5D8B26A7901C3DBC4CDB468C354E5AF04A0A665074","> {""content"":[{""type"":""text"",""text"":""{\n focus: '19487 편집 ID: 1',\n lines: [\n '\\t\\t\\t\\t\\t\\t\\t\\t13705 콘솔 트리 (selectable) HandleAdminSetPosition',\n '\\t\\t\\t\\t\\t\\t9132 콘솔 트리 (selectable) Variables',\n '\\t\\t\\t\\t\\t..."
"37543","1048598","embedded-image-or-base64","6E195DB3EB042D8C1C2989BD6C79BC00EBFAD13817F9BFC6C7220EBE06B87D54","> {""content"":[{""type"":""text"",""text"":""{ focus: '19487 편집 ID: 1', hasReference: true }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHB..."
"37573","1048584","embedded-image-or-base64","FBF60C85EF810600B3AF1DF5B60686280F14F345B72FBA4B87BB53A260978D15","> {""content"":[{""type"":""text"",""text"":""{\n focus: '114 트리 ID: 103',\n lines: [\n '\\t\\t\\t\\t\\t2883 창 VAR_EXTERNAL g_LMCSetPositionStoreWords : ARRAY [0..335] OF UDINT; END_VAR FUNCTION GLOBAL LMCSetPositionStore::BeginSetPosition VAR_..."
"37618","1048556","embedded-image-or-base64","CD9733257201D1110049B0BEED6C39B6045BDE5092B1C165EBF4BEAFCC14F7CA","> {""content"":[{""type"":""text"",""text"":""{\n focus: '21932 편집',\n tree: [\n '\\t\\t21932 편집',\n '\\t\\t\\t21940 목록 항목 (selectable) DINT',\n '\\t\\t\\t21942 목록 항목 (selectable) HDINT',\n '\\t\\t\\t21949 목록 항목 (selectable) UDINT',\n ..."
"37648","1048598","embedded-image-or-base64","DD9D4A05E27816C71970221C7D0CDBFF09BF5F27139A5D2F8F58547824CE2CCC","> {""content"":[{""type"":""text"",""text"":""{ focus: '21932 편집', selected: undefined }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHBwoICh..."
"37693","1048592","embedded-image-or-base64","3129EF5A9F5FE11C1E42E16752129C8166685D590D3D97DEF58A5F4B8043BCFF","> {""content"":[{""type"":""text"",""text"":""{\n focus: '123 TABLE Properties Window ID: 289568456',\n tree: [\n '\\t\\t\\t\\t\\t2883 창 VAR_EXTERNAL g_LMCSetPositionStoreWords : ARRAY [0..335] OF UDINT; END_VAR FUNCTION GLOBAL LMCSetPositionSt..."
"37723","1048586","embedded-image-or-base64","A828F6EB5670EC1FA978D3D3EB8CEC5F03174BC268B7556FDA4AB2E397CBB7C3","> {""content"":[{""type"":""text"",""text"":""{\n items: [\n '\\t\\t\\t24480 메뉴 항목 New Input Variable',\n '\\t\\t\\t24481 메뉴 항목 New Output Variable'\n ],\n shots: [\n { id: 'screenshot-0', w: 1807, h: 992, z: 0 },\n { id: 'screenshot-..."
"37753","1048598","embedded-image-or-base64","91E33BA00ACFD5B796C979335092175121C8CFA4C5A6411FA705EA035A56B3B3","> {""content"":[{""type"":""text"",""text"":""{ focus: '25443 편집 ID: 1', hasParam: true }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHBwoIC..."
"37798","1048598","embedded-image-or-base64","5F9755EA9B94BFA388AE2B9EFC6644801BC015FC7A1026CB21FC2521A5C00940","> {""content"":[{""type"":""text"",""text"":""{ focus: '25443 편집 ID: 1', has: false }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHBwoIChMKC..."
"37828","1048590","embedded-image-or-base64","05591E34FE82F7271406A68F37E997E13A9DC52D2B5EE7EC26577612D3C8605F","> {""content"":[{""type"":""text"",""text"":""{\n focus: '114 트리 ID: 103',\n lines: [\n '\\t\\t\\t\\t\\t\\t\\t\\t\\t26345 콘솔 트리 (selectable) pRequestFrame',\n '\\t\\t\\t\\t\\t26622 custom Type',\n '\\t\\t\\t\\t\\t26623 custom Pointer'\n ..."
"37862","4133","oversized-tool-output","7F1D9EF493C061CC5285B3180C5398380F143F3AD334374AC5A9C8EE675EF4F4","> '\t\t\t\t\t2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WI..."
"37924","10042","embedded-image-or-base64","5465CFBA140327DF4E481B0A862CAF9B47F0EAC8477CFF249CBE4FEA762E3951","> url: 'data:image/jpeg;base64,[payload]"
"37933","10042","embedded-image-or-base64","D2B67CCAAD7CD16CA07B0B284F833538CDDD9CF409B125363AA0773F465491FD","> url: 'data:image/jpeg;base64,[payload]"
"37970","4133","oversized-tool-output","7F1D9EF493C061CC5285B3180C5398380F143F3AD334374AC5A9C8EE675EF4F4","> '\t\t\t\t\t2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WI..."
"38032","10042","embedded-image-or-base64","9A5490EF7DF3A953EEA8165D54DEF3136C7790575F3BDA08AC3F3C8A5C3DEA50","> url: 'data:image/jpeg;base64,[payload]"
"38041","10042","embedded-image-or-base64","3F64D7F76B4B0A7C1DD031AB0D67F4BB54FEA17416DA423E1690464768B4806B","> url: 'data:image/jpeg;base64,[payload]"
"38050","10041","embedded-image-or-base64","3576FA073BDBBA98111D90E966AD6C5D6022A4541314D59DC2A346A43E6F53B3","> url: 'data:image/jpeg;base64,[payload]"
"38100","10042","embedded-image-or-base64","1D78F002B54B73ABAB93028466810BF6A3FCFEC6064635148C41223FF56EA253","> url: 'data:image/jpeg;base64,[payload]"
"38109","10042","embedded-image-or-base64","079144336054E5D776FAAE373C3151E43B28A7D23188BF7B279ABD770A571BF1","> url: 'data:image/jpeg;base64,[payload]"
"38199","4133","oversized-tool-output","7F1D9EF493C061CC5285B3180C5398380F143F3AD334374AC5A9C8EE675EF4F4","> '\t\t\t\t\t2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WI..."
"38221","10042","embedded-image-or-base64","9BBF756F1B2953DC0E6E2D6FE7E10C3B3C47B027222057CB4EE6A6C2DB7DFB9C","> url: 'data:image/jpeg;base64,[payload]"
"38230","10042","embedded-image-or-base64","F131EE215D66192EC90CB956E1256C84BD1E047C3253AC6E7759A787AF4EDFD0","> url: 'data:image/jpeg;base64,[payload]"
"38239","10041","embedded-image-or-base64","C1ED5FF8D99816165E667C45A15F853D9382C32CDEB391555C198E0FA1619E2F","> url: 'data:image/jpeg;base64,[payload]"
"38289","4133","oversized-tool-output","7F1D9EF493C061CC5285B3180C5398380F143F3AD334374AC5A9C8EE675EF4F4","> '\t\t\t\t\t2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WI..."
"38351","10042","embedded-image-or-base64","6B4EE568CC739728F9E5FC76C6E7D5B2C67C096446B49342576D39A61C0A2364","> url: 'data:image/jpeg;base64,[payload]"
"38360","10042","embedded-image-or-base64","E2456A410337820171433C50E7B46D915C5451A8E0118D92D098C185F50192CB","> url: 'data:image/jpeg;base64,[payload]"
"38397","4133","oversized-tool-output","7F1D9EF493C061CC5285B3180C5398380F143F3AD334374AC5A9C8EE675EF4F4","> '\t\t\t\t\t2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WI..."
"38459","10042","embedded-image-or-base64","D6403F877B4F489B3ADB1AEBC00C59E6FC2851F0A557B11573E22B5B1EAE488E","> url: 'data:image/jpeg;base64,[payload]"
"38468","10042","embedded-image-or-base64","ED95EDABD555FDDAA45E64AEEA11D6C172326AA3011C57ED6F24261F65029597","> url: 'data:image/jpeg;base64,[payload]"
"38505","4133","oversized-tool-output","7F1D9EF493C061CC5285B3180C5398380F143F3AD334374AC5A9C8EE675EF4F4","> '\t\t\t\t\t2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WI..."
"38567","10042","embedded-image-or-base64","3E5527E051425EF5CCA172A204385D99EBC90EA6AFDDD8EF92F41167CA42EDCC","> url: 'data:image/jpeg;base64,[payload]"
"38576","10042","embedded-image-or-base64","BE56C557F334EA80FA565D164F9D71DD1F416F350B081FBDC81554A719C941B4","> url: 'data:image/jpeg;base64,[payload]"
"38613","4133","oversized-tool-output","7F1D9EF493C061CC5285B3180C5398380F143F3AD334374AC5A9C8EE675EF4F4","> '\t\t\t\t\t2869 창 #define LMC_ADMIN_AXIS_HOME_ENABLED TRUE #define LMC_ADMIN_DIAGNOSTICS_BUILD 1 #define LMC_ADMIN_MAP_REVISION 0x957F101E #define LMC_ADMIN_SET_POSITION_STORE_CONFIGURED FALSE #define LMC_ADMIN_SET_POSITION_CLOSE_WI..."
"38675","10042","embedded-image-or-base64","FA1AE623749F1F07AF4E10E2C8A0F762CF4BD16FF2640C2B4FA0E62CF39D1904","> url: 'data:image/jpeg;base64,[payload]"
"38684","10042","embedded-image-or-base64","4C3CD161FE0CF74BAA697333F758EF07F456EB2E176028DB7C06C450583E8AA9","> url: 'data:image/jpeg;base64,[payload]"
"38822","17754","oversized-tool-output","AB41E1E112C09DD455B131004FE52A23B1570A6A7D49982F866A77362371FE0A","> {""focused_element"":""36598 편집 ID: 817383952"",""tree"":""Window: \""Lasal Class 2 (02.03.002) - {Elmo_EtherCAT_Test_4Axis} - LMCControlCommandService*\"", App: Lasal2.exe.\n\t0 창 Lasal Class 2 (02.03.002) - {Elmo_EtherCAT_Test_4Axis} - LMCContro..."
"38839","1047136","embedded-image-or-base64","535506A34AC48190AE5D7FE3746BBB28CD5A396523B64006C106572A0A493EB2","> {""content"":[{""type"":""text"",""text"":""cntr:=84); Result := 0; pDetailCode^ := 24; if SnapshotCapacity < 68 then RETURN; end_if; scanResult := ScanAxisStore( AxisReference:=axisReference, pClassifications:=#classifications[0], pMaxStoreGenera..."
"38854","1047982","embedded-image-or-base64","D83D4FF4F8052866224CEC3F0FFA8B7AEC67447955BF8E8826C8BFFA7C97E9A5","> {""content"":[{""type"":""text"",""text"":""{\n focus: '123 TABLE Properties Window ID: 289568456',\n tail: ' (selectable)\\\\n\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t2838 목록 항목 (selectable)\\\\n\\\\t\\\\t\\\\t\\\\t\\\\t104 스크롤 막대 ID: 59904\\\\n\\\\t\\\\t..."
"38869","1048602","embedded-image-or-base64","3D4949ED43BBFA28FF18EF0BD4E8F5EF63C7BB0753750EFDE5B7F24481E26161","> {""content"":[{""type"":""text"",""text"":""{ focus: '123 TABLE Properties Window ID: 289568456', hasTrue: false }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR..."
"38884","1048308","embedded-image-or-base64","3B1973D834F6B89D38E78A4ECC8F8521246549274FF436EE51B3ED3EAC3ECC35","> {""content"":[{""type"":""text"",""text"":""{\n focus: '51091 custom Pointer',\n accTail: 'ivate\\\\n\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t13690 콘솔 트리 (selectable) HandleRegistryCommands\\\\n\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t13691 콘솔 트리 ..."
"38961","1048598","embedded-image-or-base64","587E2A3BBAABABDF4FE1F6896BA37439C58FDC8F792D9928FA81E8324A86557C","> {""content"":[{""type"":""text"",""text"":""{ focus: '51179 편집 ID: 817383952' }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHBwoIChMKChMoG..."
"38976","1048602","embedded-image-or-base64","FDE7D2BB67E70C14D02C70A585CEFF8EBC27D431C836AEA8741CA88504E0ABB3","> {""content"":[{""type"":""text"",""text"":""{ focus: '123 TABLE Properties Window ID: 289568456' }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2w..."
"38991","1048602","embedded-image-or-base64","D537149DCF95330EDE0E76A7255B655FC3D962C179359A843327927892A5A097","> {""content"":[{""type"":""text"",""text"":""{ focus: '123 TABLE Properties Window ID: 289568456' }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2w..."
"39006","1048598","embedded-image-or-base64","6BFAFB50FBD0EA9D6F01C6006AA045C87E937DF8ABFFB5BC172FA0A0EED985A3","> {""content"":[{""type"":""text"",""text"":""{ focus: '58560 편집 ID: 817383952', containsTrue: false }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/..."
"39089","1048602","embedded-image-or-base64","2F5657C4F25862EB3E319675A9F5AE4DDBFD85D924EACE576CF9916E108FBEE3","> {""content"":[{""type"":""text"",""text"":""{ accNull: false, focus: '123 TABLE Properties Window ID: 289568456' }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR..."
"39104","1047734","embedded-image-or-base64","19CBE116A73CFA69BB93EBE3AC0083119B660EF3DDCE80C4F4C844BEC1587417","> {""content"":[{""type"":""text"",""text"":""{\n acc: 't85 메뉴 모음 Menu Bar\\\\n\\\\t\\\\t\\\\t\\\\t63043 메뉴 항목 FILE\\\\n\\\\t\\\\t\\\\t\\\\t63044 메뉴 항목 EDIT\\\\n\\\\t\\\\t\\\\t\\\\t63045 메뉴 항목 VIEW\\\\n\\\\t\\\\t\\\\t\\\\t63046 메뉴 항목 PROJECT\\\\n\\..."
"39119","1048300","embedded-image-or-base64","1A15D31A0175F64A0D10700E028C4EE472BCAE11EA536A70C682A0214456691C","> {""content"":[{""type"":""text"",""text"":""{\n focus: '114 트리 ID: 103',\n accTail: 't\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t13690 콘솔 트리 (selectable) HandleRegistryCommands\\\\n\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t13691 콘솔 트리 (selectable) HandleA..."
"39134","1048602","embedded-image-or-base64","8A34CA20F8EDE4874F8A8C0FD417E09BC33928FD9DE16B30166F7C3C4692954B","> {""content"":[{""type"":""text"",""text"":""{ focus: undefined, accTail: 'null' }""},{""type"":""image"",""data"":""/9j/4AAQSkZJRgABAQEAYABgAAD/2wBDAAYEBQYFBAYGBQYHBwYIChAKCgkJChQODwwQFxQYGBcUFhYaHSUfGhsjHBYWICwgIyYnKSopGR8tMC0oMCUoKSj/2wBDAQcHBwoIChMKChM..."
"39149","1048364","embedded-image-or-base64","7CB0B1369EB96FA6D1C7149C787F7F487157BAD5C24D992DFDD3C921BFFB0884","> {""content"":[{""type"":""text"",""text"":""{\n focus: '114 트리 ID: 103',\n accTail: ') ReadAxisRebaseRequiredMask\\\\n\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t\\\\t13699 콘솔 트리 (selectable) UpdateAxisRebaseRequiredState\\\\n\\\\t\\\\t\\\\t\\\\t\\\\t\\\..."
